state,effective_date,old_minimum_wage,new_minimum_wage,nominal_change,pct_change,policy_year,source_url,source_name,verified,notes
MN,2015-01-01,8.0,9.0,1.0,0.125,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMN,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MN,2016-01-01,9.0,9.5,0.5,0.05555555555555555,2016,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMN,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MN,2018-01-01,9.5,9.65,0.15000000000000036,0.015789473684210565,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMN,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MN,2019-01-01,9.65,9.86,0.20999999999999908,0.021761658031087986,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMN,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MN,2020-01-01,9.86,10.0,0.14000000000000057,0.014198782961460505,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMN,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MN,2021-01-01,10.0,10.08,0.08000000000000007,0.008000000000000007,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMN,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MN,2022-01-01,10.08,10.33,0.25,0.0248015873015873,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMN,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MN,2023-01-01,10.33,10.59,0.2599999999999998,0.02516940948693125,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMN,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MO,2015-01-01,7.5,7.65,0.15000000000000036,0.02000000000000005,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMO,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MO,2017-01-01,7.65,7.7,0.04999999999999982,0.006535947712418277,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMO,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MO,2018-01-01,7.7,7.85,0.14999999999999947,0.01948051948051941,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMO,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MO,2019-01-01,7.85,8.6,0.75,0.09554140127388536,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMO,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MO,2020-01-01,8.6,9.45,0.8499999999999996,0.09883720930232555,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMO,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MO,2021-01-01,9.45,10.3,0.8500000000000014,0.08994708994709011,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMO,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MO,2022-01-01,10.3,11.15,0.8499999999999996,0.08252427184466016,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMO,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MO,2023-01-01,11.15,12.0,0.8499999999999996,0.07623318385650221,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMO,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MT,2015-01-01,7.9,8.05,0.15000000000000036,0.018987341772151944,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MT,2017-01-01,8.05,8.15,0.09999999999999964,0.012422360248447159,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MT,2018-01-01,8.15,8.3,0.15000000000000036,0.018404907975460166,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MT,2019-01-01,8.3,8.5,0.1999999999999993,0.024096385542168586,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MT,2020-01-01,8.5,8.65,0.15000000000000036,0.017647058823529453,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MT,2021-01-01,8.65,8.75,0.09999999999999964,0.011560693641618455,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MT,2022-01-01,8.75,9.2,0.4499999999999993,0.051428571428571344,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
MT,2023-01-01,9.2,9.95,0.75,0.08152173913043478,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGMT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NE,2015-01-01,7.25,8.0,0.75,0.10344827586206896,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNE,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NE,2016-01-01,8.0,9.0,1.0,0.125,2016,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNE,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NE,2023-01-01,9.0,10.5,1.5,0.16666666666666666,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNE,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NJ,2015-01-01,8.25,8.38,0.13000000000000078,0.015757575757575852,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNJ,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NJ,2017-01-01,8.38,8.44,0.05999999999999872,0.007159904534606052,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNJ,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NJ,2018-01-01,8.44,8.6,0.16000000000000014,0.018957345971564,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNJ,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NJ,2019-01-01,8.6,10.0,1.4000000000000004,0.16279069767441864,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNJ,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NJ,2020-01-01,10.0,11.0,1.0,0.1,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNJ,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NJ,2021-01-01,11.0,12.0,1.0,0.09090909090909091,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNJ,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NJ,2022-01-01,12.0,13.0,1.0,0.08333333333333333,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNJ,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NJ,2023-01-01,13.0,14.13,1.1300000000000008,0.08692307692307698,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNJ,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NM,2020-01-01,7.5,9.0,1.5,0.2,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNM,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NM,2021-01-01,9.0,10.5,1.5,0.16666666666666666,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNM,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NM,2022-01-01,10.5,11.5,1.0,0.09523809523809523,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNM,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NM,2023-01-01,11.5,12.0,0.5,0.043478260869565216,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNM,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NV,2020-01-01,8.25,9.0,0.75,0.09090909090909091,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNV,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NV,2021-01-01,9.0,9.75,0.75,0.08333333333333333,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNV,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2015-01-01,8.0,8.75,0.75,0.09375,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2016-01-01,8.75,9.0,0.25,0.02857142857142857,2016,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2017-01-01,9.0,9.7,0.6999999999999993,0.0777777777777777,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2018-01-01,9.7,10.4,0.7000000000000011,0.07216494845360837,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2019-01-01,10.4,11.1,0.6999999999999993,0.06730769230769224,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2020-01-01,11.1,11.8,0.7000000000000011,0.06306306306306315,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2021-01-01,11.8,12.5,0.6999999999999993,0.059322033898305024,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2022-01-01,12.5,13.2,0.6999999999999993,0.055999999999999946,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
NY,2023-01-01,13.2,14.2,1.0,0.07575757575757576,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGNY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OH,2015-01-01,7.95,8.1,0.14999999999999947,0.01886792452830182,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOH,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OH,2017-01-01,8.1,8.15,0.05000000000000071,0.006172839506172928,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOH,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OH,2018-01-01,8.15,8.3,0.15000000000000036,0.018404907975460166,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOH,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OH,2019-01-01,8.3,8.55,0.25,0.03012048192771084,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOH,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OH,2020-01-01,8.55,8.7,0.14999999999999858,0.01754385964912264,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOH,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OH,2021-01-01,8.7,8.8,0.10000000000000142,0.011494252873563383,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOH,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OH,2022-01-01,8.8,9.3,0.5,0.056818181818181816,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOH,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OH,2023-01-01,9.3,10.1,0.7999999999999989,0.08602150537634397,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOH,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OR,2015-01-01,9.1,9.25,0.15000000000000036,0.016483516483516522,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOR,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OR,2016-01-01,9.25,9.75,0.5,0.05405405405405406,2016,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOR,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OR,2017-01-01,9.75,10.25,0.5,0.05128205128205128,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOR,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OR,2018-01-01,10.25,10.75,0.5,0.04878048780487805,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOR,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OR,2019-01-01,10.75,11.25,0.5,0.046511627906976744,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOR,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OR,2020-01-01,11.25,12.0,0.75,0.06666666666666667,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOR,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OR,2021-01-01,12.0,12.75,0.75,0.0625,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOR,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
OR,2022-01-01,12.75,13.5,0.75,0.058823529411764705,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGOR,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
RI,2015-01-01,8.0,9.0,1.0,0.125,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGRI,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
RI,2016-01-01,9.0,9.6,0.5999999999999996,0.06666666666666662,2016,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGRI,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
RI,2018-01-01,9.6,10.1,0.5,0.052083333333333336,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGRI,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
RI,2019-01-01,10.1,10.5,0.40000000000000036,0.03960396039603964,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGRI,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
RI,2021-01-01,10.5,11.5,1.0,0.09523809523809523,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGRI,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
RI,2022-01-01,11.5,12.25,0.75,0.06521739130434782,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGRI,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
RI,2023-01-01,12.25,13.0,0.75,0.061224489795918366,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGRI,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2015-01-01,7.25,8.5,1.25,0.1724137931034483,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2016-01-01,8.5,8.55,0.05000000000000071,0.005882352941176554,2016,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2017-01-01,8.55,8.65,0.09999999999999964,0.011695906432748496,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2018-01-01,8.65,8.85,0.1999999999999993,0.02312138728323691,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2019-01-01,8.85,9.1,0.25,0.02824858757062147,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2020-01-01,9.1,9.3,0.20000000000000107,0.021978021978022098,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2021-01-01,9.3,9.45,0.14999999999999858,0.016129032258064363,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2022-01-01,9.45,9.95,0.5,0.052910052910052914,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
SD,2023-01-01,9.95,10.8,0.8500000000000014,0.08542713567839211,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGSD,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VA,2021-01-01,7.25,9.5,2.25,0.3103448275862069,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VA,2022-01-01,9.5,11.0,1.5,0.15789473684210525,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VA,2023-01-01,11.0,12.0,1.0,0.09090909090909091,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2015-01-01,8.73,9.15,0.41999999999999993,0.04810996563573882,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2016-01-01,9.15,9.6,0.4499999999999993,0.04918032786885238,2016,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2017-01-01,9.6,10.0,0.40000000000000036,0.041666666666666706,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2018-01-01,10.0,10.5,0.5,0.05,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2019-01-01,10.5,10.78,0.27999999999999936,0.026666666666666606,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2020-01-01,10.78,10.96,0.1800000000000015,0.016697588126159693,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2021-01-01,10.96,11.75,0.7899999999999991,0.07208029197080283,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2022-01-01,11.75,12.55,0.8000000000000007,0.06808510638297878,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
VT,2023-01-01,12.55,13.18,0.629999999999999,0.050199203187250914,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGVT,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WA,2015-01-01,9.32,9.47,0.15000000000000036,0.016094420600858406,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WA,2017-01-01,9.47,11.0,1.5299999999999994,0.16156282998944027,2017,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WA,2018-01-01,11.0,11.5,0.5,0.045454545454545456,2018,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WA,2019-01-01,11.5,12.0,0.5,0.043478260869565216,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WA,2020-01-01,12.0,13.5,1.5,0.125,2020,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WA,2021-01-01,13.5,13.69,0.1899999999999995,0.014074074074074037,2021,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WA,2022-01-01,13.69,14.49,0.8000000000000007,0.058436815193572,2022,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WA,2023-01-01,14.49,15.74,1.25,0.0862663906142167,2023,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWA,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WV,2015-01-01,7.25,8.0,0.75,0.10344827586206896,2015,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWV,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WV,2016-01-01,8.0,8.75,0.75,0.09375,2016,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWV,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
WY,2019-01-01,5.15,7.25,2.0999999999999996,0.40776699029126207,2019,https://fred.stlouisfed.org/graph/fredgraph.csv?id=STTMINWGWY,"FRED state minimum wage series, sourced from US Department of Labor",True,Detected increase in FRED state minimum wage time series.
